simulation_id,radius,gravity,rotation_period,surface_pressure,co2,ch4,stellar_flux,stellar_temperature,gcm_label,is_target_gcm,in_target_physical_domain,planet_id,source
51,6371000.0,9.807,4.79,100000.0,0.0,0.0,1110.576,2600.0,exocam-pre2022,False,True,51,Komacek and Abbot [2019]
52,6371000.0,9.807,4.51,100000.0,0.0,0.0,1200.402,2600.0,exocam-pre2022,False,True,52,Komacek and Abbot [2019]
53,6371000.0,9.807,4.37,100000.0,0.0,0.0,1250.759,2600.0,exocam-pre2022,False,True,53,Komacek and Abbot [2019]
54,6371000.0,9.807,4.25,100000.0,0.0,0.0,1299.7549999999999,2600.0,exocam-pre2022,False,True,54,Komacek and Abbot [2019]
55,6371000.0,9.807,4.13,100000.0,0.0,0.0,1350.112,2600.0,exocam-pre2022,False,True,55,Komacek and Abbot [2019]
56,6371000.0,9.807,4.07,100000.0,0.0,0.0,1375.9709999999998,2600.0,exocam-pre2022,False,True,56,Komacek and Abbot [2019]
57,6371000.0,9.807,1.0,100000.0,0.0,0.0,1497.1000000000001,2600.0,exocam-pre2022,False,True,57,Komacek and Abbot [2019]
58,6371000.0,4.9035,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,False,58,Komacek and Abbot [2019]
59,6371000.0,6.933549,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,59,Komacek and Abbot [2019]
60,6371000.0,13.867098,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,60,Komacek and Abbot [2019]
61,6371000.0,9.807,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,61,Komacek and Abbot [2019]
62,6371000.0,9.807,0.25,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,62,Komacek and Abbot [2019]
63,6371000.0,9.807,0.5,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,63,Komacek and Abbot [2019]
64,6371000.0,9.807,10.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,64,Komacek and Abbot [2019]
65,6371000.0,9.807,12.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,65,Komacek and Abbot [2019]
66,6371000.0,9.807,16.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,66,Komacek and Abbot [2019]
67,6371000.0,9.807,2.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,67,Komacek and Abbot [2019]
68,6371000.0,9.807,4.11,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,68,Komacek and Abbot [2019]
69,6371000.0,9.807,4.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,69,Komacek and Abbot [2019]
70,6371000.0,9.807,8.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,70,Komacek and Abbot [2019]
71,6371000.0,9.807,1.0,25000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,False,71,Komacek and Abbot [2019]
72,6371000.0,9.807,1.0,50000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,72,Komacek and Abbot [2019]
73,6371000.0,9.807,1.0,200000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,73,Komacek and Abbot [2019]
74,6371000.0,9.807,1.0,400000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,74,Komacek and Abbot [2019]
75,3185500.0,9.807,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,False,75,Komacek and Abbot [2019]
76,4504297.0,9.807,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,True,76,Komacek and Abbot [2019]
77,9008594.0,9.807,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,False,77,Komacek and Abbot [2019]
78,12742000.0,9.807,1.0,100000.0,0.0,0.0,1361.0,2600.0,exocam-pre2022,False,False,78,Komacek and Abbot [2019]
79,6371000.0,9.807,35.78,100000.0,0.0,0.0,740.384,3300.0,exocam-pre2022,False,True,79,Komacek and Abbot [2019]
80,6371000.0,9.807,30.7,100000.0,0.0,0.0,907.787,3300.0,exocam-pre2022,False,True,80,Komacek and Abbot [2019]
81,6371000.0,9.807,26.39,100000.0,0.0,0.0,1110.576,3300.0,exocam-pre2022,False,True,81,Komacek and Abbot [2019]
82,6371000.0,9.807,22.66,100000.0,0.0,0.0,1361.0,3300.0,exocam-pre2022,False,True,82,Komacek and Abbot [2019]
83,6371000.0,9.807,1.0,100000.0,0.0,0.0,740.384,4000.0,exocam-pre2022,False,True,83,Komacek and Abbot [2019]
84,6371000.0,9.807,117.4,100000.0,0.0,0.0,740.384,4000.0,exocam-pre2022,False,True,84,Komacek and Abbot [2019]
85,6371000.0,9.807,1.0,100000.0,0.0,0.0,907.787,4000.0,exocam-pre2022,False,True,85,Komacek and Abbot [2019]
86,6371000.0,9.807,100.7,100000.0,0.0,0.0,907.787,4000.0,exocam-pre2022,False,True,86,Komacek and Abbot [2019]
87,6371000.0,9.807,1.0,100000.0,0.0,0.0,1110.576,4000.0,exocam-pre2022,False,True,87,Komacek and Abbot [2019]
88,6371000.0,9.807,86.6,100000.0,0.0,0.0,1110.576,4000.0,exocam-pre2022,False,True,88,Komacek and Abbot [2019]
89,6371000.0,9.807,1.0,100000.0,0.0,0.0,1667.2250000000001,4000.0,exocam-pre2022,False,False,89,Komacek and Abbot [2019]
90,6371000.0,4.9035,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,False,90,Komacek and Abbot [2019]
91,6371000.0,6.933549,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,91,Komacek and Abbot [2019]
92,6371000.0,13.867098,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,92,Komacek and Abbot [2019]
93,6371000.0,9.807,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,93,Komacek and Abbot [2019]
94,6371000.0,9.807,0.25,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,94,Komacek and Abbot [2019]
95,6371000.0,9.807,0.5,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,95,Komacek and Abbot [2019]
96,6371000.0,9.807,16.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,96,Komacek and Abbot [2019]
97,6371000.0,9.807,2.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,97,Komacek and Abbot [2019]
98,6371000.0,9.807,4.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,98,Komacek and Abbot [2019]
99,6371000.0,9.807,74.3,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,99,Komacek and Abbot [2019]
100,6371000.0,9.807,8.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,100,Komacek and Abbot [2019]
101,6371000.0,9.807,1.0,25000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,False,101,Komacek and Abbot [2019]
102,6371000.0,9.807,1.0,50000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,102,Komacek and Abbot [2019]
103,6371000.0,9.807,1.0,200000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,103,Komacek and Abbot [2019]
104,6371000.0,9.807,1.0,400000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,104,Komacek and Abbot [2019]
105,3185500.0,9.807,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,False,105,Komacek and Abbot [2019]
106,4504297.0,9.807,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,True,106,Komacek and Abbot [2019]
107,9008594.0,9.807,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,False,107,Komacek and Abbot [2019]
108,12742000.0,9.807,1.0,100000.0,0.0,0.0,1361.0,4000.0,exocam-pre2022,False,False,108,Komacek and Abbot [2019]
109,6371000.0,9.807,15.87,100000.0,0.0,0.0,2100.0,3300.0,exocam-pre2022,False,False,109,kumar Kopparapu et al. [2016]
110,6371000.0,9.807,16.46,100000.0,0.0,0.0,2000.0,3300.0,exocam-pre2022,False,False,110,kumar Kopparapu et al. [2016]
111,6371000.0,9.807,60.0,100000.0,0.0,0.0,2180.0,3300.0,exocam-pre2022,False,False,111,kumar Kopparapu et al. [2016]
112,6371000.0,9.807,9.0,100000.0,0.0,0.0,1600.0,3300.0,exocam-pre2022,False,False,112,kumar Kopparapu et al. [2016]
113,6371000.0,9.807,21.2,100000.0,0.0,0.0,2211.0,3400.0,exocam-pre2022,False,False,113,kumar Kopparapu et al. [2016]
114,6371000.0,9.807,15.19,100000.0,0.0,0.0,2100.0,3500.0,exocam-pre2022,False,False,114,kumar Kopparapu et al. [2016]
115,6371000.0,9.807,15.46,100000.0,0.0,0.0,2050.0,3500.0,exocam-pre2022,False,False,115,kumar Kopparapu et al. [2016]
116,6371000.0,9.807,23.7,100000.0,0.0,0.0,2300.0,3500.0,exocam-pre2022,False,False,116,kumar Kopparapu et al. [2016]
117,6371000.0,9.807,23.66,100000.0,0.0,0.0,2305.0,3700.0,exocam-pre2022,False,False,117,kumar Kopparapu et al. [2016]
118,6371000.0,9.807,33.55,100000.0,0.0,0.0,2305.0,3700.0,exocam-pre2022,False,False,118,kumar Kopparapu et al. [2016]
119,6371000.0,9.807,37.6,100000.0,0.0,0.0,2550.0,4000.0,exocam-pre2022,False,False,119,kumar Kopparapu et al. [2016]
120,6371000.0,9.807,44.87,100000.0,0.0,0.0,2650.0,4000.0,exocam-pre2022,False,False,120,kumar Kopparapu et al. [2016]
121,6371000.0,9.807,55.31,100000.0,0.0,0.0,3000.0,4500.0,exocam-pre2022,False,False,121,kumar Kopparapu et al. [2016]
122,6371000.0,9.807,60.0,100000.0,0.0,0.0,3000.0,4500.0,exocam-pre2022,False,False,122,kumar Kopparapu et al. [2016]
123,6371000.0,9.807,64.1,100000.0,0.0,0.0,3100.0,4500.0,exocam-pre2022,False,False,123,kumar Kopparapu et al. [2016]
124,6371000.0,9.807,4.85796,100000.0,0.0,0.0,1088.0,2600.0,exocam-pre2022,False,True,124,Wolf et al. [2019]
125,6371000.0,9.807,4.51377,100000.0,0.0,0.0,1200.0,2600.0,exocam-pre2022,False,True,125,kumar Kopparapu et al. [2017]
126,6371000.0,9.807,4.37767,100000.0,0.0,0.0,1250.0,2600.0,exocam-pre2022,False,True,126,kumar Kopparapu et al. [2017]
127,6371000.0,9.807,4.25078,100000.0,0.0,0.0,1300.0,2600.0,exocam-pre2022,False,True,127,kumar Kopparapu et al. [2017]
128,6371000.0,9.807,4.13214,100000.0,0.0,0.0,1350.0,2600.0,exocam-pre2022,False,True,128,kumar Kopparapu et al. [2017]
129,6371000.0,9.807,6.91105,100000.0,0.0,0.0,680.0,2600.0,exocam-pre2022,False,True,129,Wolf et al. [2019]
130,6371000.0,9.807,10.0996,100000.0,0.0,0.0,1088.0,3000.0,exocam-pre2022,False,True,130,Wolf et al. [2019]
131,6371000.0,9.807,8.83728,100000.0,0.0,0.0,1300.0,3000.0,exocam-pre2022,False,True,131,kumar Kopparapu et al. [2017]
132,6371000.0,9.807,8.3595,100000.0,0.0,0.0,1400.0,3000.0,exocam-pre2022,False,True,132,kumar Kopparapu et al. [2017]
133,6371000.0,9.807,7.93794,100000.0,0.0,0.0,1500.0,3000.0,exocam-pre2022,False,True,133,kumar Kopparapu et al. [2017]
134,6371000.0,9.807,7.74511,100000.0,0.0,0.0,1550.0,3000.0,exocam-pre2022,False,False,134,kumar Kopparapu et al. [2017]
135,6371000.0,9.807,7.65272,100000.0,0.0,0.0,1575.0,3000.0,exocam-pre2022,False,False,135,kumar Kopparapu et al. [2017]
136,6371000.0,9.807,14.3679,100000.0,0.0,0.0,680.0,3000.0,exocam-pre2022,False,True,136,Wolf et al. [2019]
137,6371000.0,9.807,26.7477,100000.0,0.0,0.0,1088.0,3300.0,exocam-pre2022,False,True,137,Wolf et al. [2019]
138,6371000.0,9.807,22.1392,100000.0,0.0,0.0,1400.0,3300.0,exocam-pre2022,False,True,138,kumar Kopparapu et al. [2017]
139,6371000.0,9.807,21.5641,100000.0,0.0,0.0,1450.0,3300.0,exocam-pre2022,False,True,139,kumar Kopparapu et al. [2017]
140,6371000.0,9.807,21.0227,100000.0,0.0,0.0,1500.0,3300.0,exocam-pre2022,False,True,140,kumar Kopparapu et al. [2017]
141,6371000.0,9.807,20.512,100000.0,0.0,0.0,1550.0,3300.0,exocam-pre2022,False,False,141,kumar Kopparapu et al. [2017]
142,6371000.0,9.807,20.0294,100000.0,0.0,0.0,1600.0,3300.0,exocam-pre2022,False,False,142,kumar Kopparapu et al. [2017]
143,6371000.0,9.807,19.5724,100000.0,0.0,0.0,1650.0,3300.0,exocam-pre2022,False,False,143,kumar Kopparapu et al. [2017]
144,6371000.0,9.807,19.1391,100000.0,0.0,0.0,1700.0,3300.0,exocam-pre2022,False,False,144,kumar Kopparapu et al. [2017]
145,6371000.0,9.807,38.0518,100000.0,0.0,0.0,680.0,3300.0,exocam-pre2022,False,True,145,Wolf et al. [2019]
146,6371000.0,9.807,56.409,100000.0,0.0,0.0,1088.0,3700.0,exocam-pre2022,False,True,146,Wolf et al. [2019]
147,6371000.0,9.807,44.3355,100000.0,0.0,0.0,1500.0,3700.0,exocam-pre2022,False,True,147,kumar Kopparapu et al. [2017]
148,6371000.0,9.807,42.2406,100000.0,0.0,0.0,1600.0,3700.0,exocam-pre2022,False,False,148,kumar Kopparapu et al. [2017]
149,6371000.0,9.807,38.6693,100000.0,0.0,0.0,1800.0,3700.0,exocam-pre2022,False,False,149,kumar Kopparapu et al. [2017]
150,6371000.0,9.807,37.1326,100000.0,0.0,0.0,1900.0,3700.0,exocam-pre2022,False,False,150,kumar Kopparapu et al. [2017]
151,6371000.0,9.807,80.2488,100000.0,0.0,0.0,680.0,3700.0,exocam-pre2022,False,True,151,Wolf et al. [2019]
152,6371000.0,9.807,87.8635,100000.0,0.0,0.0,1088.0,4000.0,exocam-pre2022,False,True,152,Wolf et al. [2019]
153,6371000.0,9.807,65.7946,100000.0,0.0,0.0,1600.0,4000.0,exocam-pre2022,False,False,153,kumar Kopparapu et al. [2017]
154,6371000.0,9.807,60.2318,100000.0,0.0,0.0,1800.0,4000.0,exocam-pre2022,False,False,154,kumar Kopparapu et al. [2017]
155,6371000.0,9.807,57.8382,100000.0,0.0,0.0,1900.0,4000.0,exocam-pre2022,False,False,155,kumar Kopparapu et al. [2017]
156,6371000.0,9.807,55.6555,100000.0,0.0,0.0,2000.0,4000.0,exocam-pre2022,False,False,156,kumar Kopparapu et al. [2017]
157,6371000.0,9.807,124.997,100000.0,0.0,0.0,680.0,4000.0,exocam-pre2022,False,True,157,Wolf et al. [2019]
158,6371000.0,9.807,146.178,100000.0,0.0,0.0,1088.0,4500.0,exocam-pre2022,False,True,158,Wolf et al. [2019]
159,6371000.0,9.807,100.207,100000.0,0.0,0.0,1800.0,4500.0,exocam-pre2022,False,False,159,kumar Kopparapu et al. [2017]
160,6371000.0,9.807,92.5934,100000.0,0.0,0.0,2000.0,4500.0,exocam-pre2022,False,False,160,kumar Kopparapu et al. [2017]
161,6371000.0,9.807,86.2056,100000.0,0.0,0.0,2200.0,4500.0,exocam-pre2022,False,False,161,kumar Kopparapu et al. [2017]
162,6371000.0,9.807,84.7648,100000.0,0.0,0.0,2250.0,4500.0,exocam-pre2022,False,False,162,kumar Kopparapu et al. [2017]
163,6371000.0,9.807,83.379,100000.0,0.0,0.0,2300.0,4500.0,exocam-pre2022,False,False,163,kumar Kopparapu et al. [2017]
164,6371000.0,9.807,207.956,100000.0,0.0,0.0,680.0,4500.0,exocam-pre2022,False,True,164,Wolf et al. [2019]
165,6060000.0,6.15,118.0,10300.0,0.000959,0.0,2140.0,4520.0,exoplasim,False,False,165,this work
166,7930000.0,13.3,159.0,48400.0,0.0,0.0,1690.0,4730.0,exoplasim,False,False,166,this work
167,10700000.0,10.5,122.0,900000.0,0.0,0.0,2050.0,4900.0,exoplasim,False,False,167,this work
168,2500000.0,13.3,108.0,606000.0,0.0,0.0,1260.0,4530.0,exoplasim,False,False,168,this work
169,10900000.0,9.05,218.0,80400.0,0.0352,0.0,1770.0,5040.0,exoplasim,False,False,169,this work
170,6030000.0,5.25,217.0,196000.0,0.0,0.0,1450.0,4790.0,exoplasim,False,False,170,this work
171,6340000.0,5.08,158.0,421000.0,0.0,0.0,479.0,3870.0,exoplasim,False,False,171,this work
172,7020000.0,13.5,78.4,12300.0,0.142,0.0,2170.0,4370.0,exoplasim,False,False,172,this work
173,12000000.0,9.05,87.5,11400.0,0.0,0.0,1380.0,4380.0,exoplasim,False,False,173,this work
174,3930000.0,11.5,219.0,12200.0,0.0,0.0,638.0,4690.0,exoplasim,False,False,174,this work
175,3150000.0,13.1,199.0,17000.0,0.0,0.0,1950.0,5690.0,exoplasim,False,False,175,this work
176,9720000.0,9.15,215.0,982000.0,0.0,0.0,985.0,5060.0,exoplasim,False,False,176,this work
177,11400000.0,9.62,214.0,12300.0,0.0,0.0,1840.0,5140.0,exoplasim,False,False,177,this work
178,7120000.0,4.98,106.0,42600.0,0.0,0.0,1800.0,4980.0,exoplasim,False,False,178,this work
179,11000000.0,10.3,74.5,962000.0,0.0,0.0,540.0,3760.0,exoplasim,False,False,179,this work
180,8840000.0,6.69,99.6,995000.0,1.59e-05,0.0,486.0,3850.0,exoplasim,False,False,180,this work
181,6810000.0,13.8,18.4,101000.0,0.0,0.0,497.0,3040.0,exoplasim,False,False,181,this work
182,11500000.0,5.08,85.0,17700.0,8.69e-05,0.0,711.0,4020.0,exoplasim,False,False,182,this work
183,5790000.0,13.8,205.0,938000.0,0.0,0.0,465.0,4130.0,exoplasim,False,False,183,this work
184,2620000.0,13.6,131.0,19200.0,0.093,0.0,703.0,3940.0,exoplasim,False,False,184,this work
185,3150000.0,13.1,129.0,113000.0,0.0329,0.0,2060.0,5120.0,exoplasim,False,False,185,this work
186,5680000.0,5.51,215.0,10000.0,0.0,0.0,1250.0,5220.0,exoplasim,False,False,186,this work
187,7550000.0,13.7,216.0,109300.0,0.0,0.0,552.0,4350.0,exoplasim,False,True,187,this work
188,6240000.0,11.2,7.79,195000.0,0.0,0.0,1150.0,2840.0,exoplasim,False,True,188,this work
189,5830000.0,7.6,67.2,141000.0,0.0,0.0,1020.0,3770.0,exoplasim,False,True,189,this work
190,7800000.0,14.0,8.28,78900.0,0.0,0.0,726.0,2900.0,exoplasim,False,True,190,this work
191,7380000.0,13.8,10.2,316000.0,0.0,0.0,1320.0,3020.0,exoplasim,False,True,191,this work
192,6750000.0,9.44,30.1,290000.0,0.0,0.0,683.0,3290.0,exoplasim,False,True,192,this work
193,5830000.0,6.91,9.72,62600.0,0.0,0.0,1180.0,3080.0,exoplasim,False,True,193,this work
194,7560000.0,12.4,10.6,216000.0,0.0,0.0,689.0,2650.0,exoplasim,False,True,194,this work
195,6130000.0,8.99,95.1,341000.0,0.0,0.0,1150.0,4150.0,exoplasim,False,True,195,this work
196,7520000.0,11.9,6.3,334000.0,2.87e-06,0.0,1410.0,2670.0,exoplasim,False,True,196,this work
197,5700000.0,8.39,9.92,239000.0,0.0,0.0,785.0,2850.0,exoplasim,False,True,197,this work
198,8330000.0,10.7,5.87,222000.0,0.0,0.0,1390.0,2930.0,exoplasim,False,True,198,this work
199,7370000.0,12.9,6.2,92500.0,0.0,0.0,932.0,2590.0,exoplasim,False,True,199,this work
200,4750000.0,6.39,10.5,157000.0,3.87e-06,0.0,1110.0,3100.0,exoplasim,False,True,200,this work
201,6260000.0,9.59,11.4,263000.0,0.0,0.0,936.0,3010.0,exoplasim,False,True,201,this work
202,6670000.0,9.72,11.4,124000.0,0.0,0.0,814.0,2770.0,exoplasim,False,True,202,this work
203,6060000.0,9.53,87.5,129000.0,0.0,0.0,996.0,3810.0,exoplasim,False,True,203,this work
204,6470000.0,10.4,6.22,230000.0,0.0,0.0,1250.0,2660.0,exoplasim,False,True,204,this work
205,5830000.0,8.94,14.3,64800.0,0.0,0.0,1080.0,3120.0,exoplasim,False,True,205,this work
206,6400000.0,8.89,20.0,405000.0,0.0,0.0,680.0,3070.0,exoplasim,False,True,206,this work
207,7880000.0,11.9,11.1,342000.0,0.0,0.0,1345.0,2960.0,exoplasim,False,True,207,this work
208,7630000.0,13.3,6.2,92500.0,0.0,0.0,889.0,2590.0,exoplasim,False,True,208,this work
209,7240000.0,11.1,95.0,337000.0,0.0,0.0,949.0,3920.0,exoplasim,False,True,209,this work
210,6890000.0,9.02,41.4,94900.0,0.0,0.0,1040.0,3530.0,exoplasim,False,True,210,this work
211,6810000.0,10.6,133.0,83800.0,0.0,0.0,819.0,4420.0,exoplasim,False,True,211,this work
212,8490000.0,14.6,12.0,188000.0,8.69e-06,0.0,631.0,2890.0,exoplasim,False,True,212,this work
213,6070000.0,7.8,10.1,271000.0,0.0,0.0,1365.0,3060.0,exoplasim,False,True,213,this work
214,7730000.0,10.4,13.6,81700.0,0.0,0.0,679.0,2540.0,exoplasim,False,True,214,this work
215,5570000.0,7.95,8.29,471000.0,0.0,0.0,629.0,2650.0,exoplasim,False,True,215,this work
216,5860000.0,8.81,5.15,188000.0,0.0,0.0,708.0,2670.0,exoplasim,False,True,216,this work
217,7710000.0,12.8,11.7,405000.0,1.94e-05,0.0,1210.0,3050.0,exoplasim,False,True,217,this work
218,5470000.0,6.59,16.3,63400.0,0.0,0.0,1310.0,3040.0,exoplasim,False,True,218,this work
